CPU_Frequency,CPU_Power,Power_Ratio,Discharge_Time
1.0,0.19,0.4130434782608696,7.209285757178641
1.5,0.3025,0.657608695652174,6.722040851719335
2.0,0.45999999999999996,1.0,6.1410238034997775
2.5,0.6625,1.440217391304348,5.526931447841772
3.0,0.9099999999999999,1.9782608695652173,4.9251748039050645
3.5,1.2025000000000001,2.6141304347826093,4.363930051817846
